order_id,customer_id,order_date,order_amount
O002065,C00982,22-10-24,3105.17
O002066,C00982,18-01-24,312.38
O002067,C00985,04-01-23,2905.61
O002068,C00985,17-06-24,6481.28
O002069,C00985,02-01-23,1670.33
O002070,C00986,02-05-24,2299.28
O002071,C00986,26-04-24,3558.62
O002072,C00987,12-06-24,890.06
O002073,C00988,16-02-23,1095.88
O002074,C00988,28-07-23,2122.85
O002075,C00988,06-12-23,2399.82
O002076,C00989,07-08-24,1535.47
O002077,C00989,05-08-24,445.04
O002078,C00989,01-10-22,2548.39
O002079,C00989,18-06-24,1643.07
O002080,C00990,04-02-23,2609.74
O002081,C00990,05-08-24,406.36
O002082,C00990,02-11-24,3268.14
O002083,C00990,08-08-22,2500.33
O002084,C00991,21-06-24,4466.64
O002085,C00992,05-09-23,2872.97
O002086,C00992,15-01-23,819.37
O002087,C00993,25-04-24,1144.68
O002088,C00993,29-03-23,620.39
O002089,C00993,26-04-23,1154.76
O002090,C00996,21-11-23,1581.14
O002091,C00996,14-02-24,3825.04
O002092,C00997,15-11-24,3258.51
O002093,C00997,17-10-24,302.85
O002094,C00998,02-08-24,461.76
O002095,C00999,20-11-24,1235.92
O002096,C01000,06-11-24,258.78
O002097,C01000,03-09-24,2645.03
O002098,C01000,03-03-24,4458.34
O002099,C01002,17-06-23,3249.09
O002100,C01002,24-08-24,290.52
O002101,C01002,20-08-23,3364.46
O002102,C01003,01-08-23,768.15
O002103,C01003,12-12-23,222.64
O002104,C01003,09-05-24,1491.32
O002105,C01003,03-04-23,1648.93
O002106,C01004,13-03-24,1148.49
O002107,C01005,21-09-23,2611.25
O002108,C01005,23-05-23,3317.53
O002109,C01005,14-01-24,277.39
O002110,C01006,02-05-24,25.51
O002111,C01007,25-02-24,1108.33
O002112,C01007,19-02-24,3938.16
O002113,C01007,10-07-23,4720.78
O002114,C01007,05-02-24,2162.4
O002115,C01007,22-05-23,1777.08
O002116,C01008,07-03-24,2004.32
O002117,C01008,20-06-23,1008.5
O002118,C01008,29-12-24,957.99
O002119,C01008,07-06-23,5729
O002120,C01008,29-12-24,3009.28
O002121,C01009,23-03-24,2831.14
O002122,C01009,12-10-24,3507.61
O002123,C01009,08-10-24,1160.46
O002124,C01010,19-04-24,3294.89
O002125,C01010,09-04-24,2731.51
O002126,C01010,10-11-24,954.58
O002127,C01011,26-10-22,277.39
O002128,C01011,11-03-24,2626.54
O002129,C01011,18-03-23,4169.31
O002130,C01012,02-12-24,574.68
O002131,C01013,11-10-24,1312.85
O002132,C01013,29-06-24,3961.46
O002133,C01015,07-02-24,1955.82
O002134,C01015,04-08-24,1047.95
O002135,C01015,19-03-24,2732.64
O002136,C01016,03-06-24,1627.16
O002137,C01016,05-01-24,1514.17
O002138,C01017,30-04-24,547.94
O002139,C01017,13-08-24,92.48
O002140,C01017,30-04-24,4546.1
O002141,C01018,26-06-24,4688.02
O002142,C01018,05-12-24,1263.65
O002143,C01019,03-01-24,3059.41
O002144,C01019,10-07-24,3161.72
O002145,C01019,18-06-24,2162.91
O002146,C01020,14-11-24,2037.1
O002147,C01020,23-11-24,794.55
O002148,C01020,08-11-24,1461.3
O002149,C01020,12-04-24,3429.74
O002150,C01020,06-10-23,3431.27
O002151,C01021,23-04-24,373.51
O002152,C01024,24-03-24,2476.87
O002153,C01025,03-11-23,510.75
O002154,C01025,22-04-24,913.08
O002155,C01026,10-12-23,4367.19
O002156,C01026,21-04-23,4515.91
O002157,C01026,27-06-23,3460.4
O002158,C01027,06-11-24,4311.17
O002159,C01028,09-11-22,1610.84
O002160,C01029,10-11-23,3908.57
O002161,C01029,23-09-23,1991.92
O002162,C01029,14-09-24,3007.87
O002163,C01029,02-09-23,1942
O002164,C01030,25-08-24,1859.84
O002165,C01030,09-04-23,185.19
O002166,C01030,19-01-23,593.07
O002167,C01031,26-02-23,4948.05
O002168,C01031,03-07-23,3362.25
O002169,C01031,10-09-24,1634.12
O002170,C01031,16-07-24,3586.09
O002171,C01031,22-08-23,1348.58
O002172,C01033,20-10-24,891.39
O002173,C01033,07-06-24,3588.57
O002174,C01034,08-09-24,4004.54
O002175,C01035,17-10-24,125.27
O002176,C01036,19-12-24,3717.9
O002177,C01036,12-06-24,306.86
O002178,C01037,01-09-24,3748.05
O002179,C01037,26-10-22,1209.41
O002180,C01037,27-04-23,1206.64
O002181,C01037,08-06-23,1563.54
O002182,C01037,15-09-24,2529.64
O002183,C01038,10-04-24,962.9
O002184,C01039,05-04-23,148.15
O002185,C01039,26-08-24,624.75
O002186,C01039,04-10-24,4071.59
O002187,C01040,16-08-23,700.22
O002188,C01041,12-12-24,3868.51
O002189,C01042,13-06-24,4090.67
O002190,C01042,22-09-23,1989.72
O002191,C01044,19-10-23,4588.54
O002192,C01045,04-08-24,1292.58
O002193,C01046,06-06-23,5192.88
O002194,C01046,15-01-23,277.39
O002195,C01047,21-01-24,2675.43
O002196,C01047,21-11-24,1062.44
O002197,C01048,21-07-22,513.28
O002198,C01049,21-07-23,2119.03
O002199,C01049,05-12-22,991.08
O002200,C01049,23-09-24,3711.71
O002201,C01049,17-08-23,2401.11
O002202,C01050,25-05-24,141.64
O002203,C01050,22-05-23,4859.6
O002204,C01051,09-11-22,2432.37
O002205,C01051,03-10-24,448.25
O002206,C01051,06-08-24,2673.59
O002207,C01051,05-10-23,4562.72
O002208,C01052,07-02-24,5545.02
O002209,C01052,09-09-24,2049
O002210,C01053,04-09-24,2249.69
O002211,C01053,23-07-24,5009.48
O002212,C01054,18-08-23,514.77
O002213,C01055,27-07-24,3577.15
O002214,C01056,21-02-24,393.72
O002215,C01056,10-02-23,3140.71
O002216,C01057,30-12-23,2942.65
O002217,C01057,23-03-24,2042.65
O002218,C01058,25-04-24,4021.81
O002219,C01058,29-06-24,2624.12
O002220,C01059,13-02-24,3868.98
O002221,C01059,14-10-24,554.78
O002222,C01060,10-09-23,2628.14
O002223,C01060,30-11-23,2135.68
O002224,C01060,03-04-24,2348.48
O002225,C01062,20-08-24,2972.33
O002226,C01063,28-05-24,1810.02
O002227,C01063,28-09-22,3681.53
O002228,C01063,22-05-24,3698.11
O002229,C01063,21-08-22,2731.1
O002230,C01063,16-08-24,2167.77
O002231,C01064,11-08-23,4429.57
O002232,C01064,16-07-23,1388.53
O002233,C01064,24-11-23,461.57
O002234,C01064,21-09-23,2647.43
O002235,C01065,26-10-24,971.29
O002236,C01066,14-03-24,2651.58
O002237,C01066,10-10-24,2753.75
O002238,C01066,07-11-24,3988.07
O002239,C01067,02-09-24,800.4
O002240,C01067,19-08-24,3585.09
O002241,C01068,02-06-24,3791.2
O002242,C01069,19-06-23,2484.22
O002243,C01070,03-05-24,1897.33
O002244,C01071,27-04-24,578.92
O002245,C01071,17-07-24,5270.79
O002246,C01073,11-04-24,3541.57
O002247,C01074,29-08-24,3147.1
O002248,C01075,06-07-24,2617.16
O002249,C01075,03-04-24,423.42
O002250,C01075,10-05-24,984.98
O002251,C01075,04-02-24,2860.94
O002252,C01076,25-12-23,2053.11
O002253,C01076,09-06-24,6312.21
O002254,C01076,04-07-23,2065.41
O002255,C01078,26-06-23,3801.24
O002256,C01079,12-07-23,2313.34
O002257,C01079,12-06-24,4165.43
O002258,C01080,31-10-24,2219.37
O002259,C01080,23-06-24,3718.18
O002260,C01080,13-10-24,3771.33
O002261,C01081,15-12-23,1503
O002262,C01081,18-06-23,1864.58
O002263,C01082,06-08-24,2681.49
O002264,C01082,14-05-24,1065.33
O002265,C01082,31-12-23,1909.05
O002266,C01083,09-05-24,1130.09
O002267,C01083,02-10-24,1909.47
O002268,C01083,03-03-24,2244.85
O002269,C01084,06-02-24,2545.82
O002270,C01084,16-12-23,3457.99
O002271,C01085,17-12-23,2665.93
O002272,C01085,30-01-24,900.78
O002273,C01085,30-09-23,2584.61
O002274,C01085,30-06-24,2686.86
O002275,C01086,11-08-23,441.42
O002276,C01086,26-10-24,3534.33
O002277,C01086,17-06-24,4992.05
O002278,C01086,31-10-22,752.97
O002279,C01086,12-05-23,2002.74
O002280,C01087,07-04-23,568.17
O002281,C01088,21-05-24,690.48
O002282,C01088,05-09-23,3921.78
O002283,C01089,13-03-24,1120.53
O002284,C01090,16-12-24,2252.13
O002285,C01090,06-11-23,4330.63
O002286,C01091,29-03-24,3607.03
O002287,C01091,05-11-23,210
O002288,C01091,05-02-24,3151.5
O002289,C01091,22-01-24,2123.46
O002290,C01091,24-09-24,3347.01
O002291,C01092,24-10-23,254.56
O002292,C01092,30-05-24,302.85
O002293,C01093,20-10-22,1361.41
O002294,C01094,14-12-23,1027.61
O002295,C01095,03-01-23,1148.76
O002296,C01095,28-11-22,2837.61
O002297,C01096,04-10-24,2765.02
O002298,C01096,10-12-24,2162.94
O002299,C01097,23-12-24,724.97
O002300,C01097,19-05-24,989.23
O002301,C01097,21-12-24,1403.96
O002302,C01097,10-08-24,2536.4
O002303,C01097,02-03-23,325.13
O002304,C01098,22-11-24,2852.56
O002305,C01099,07-10-24,1953.97
O002306,C01100,23-01-24,1214.8
O002307,C01100,17-04-24,3276.12
O002308,C01100,31-12-23,4886.71
O002309,C01101,17-07-24,242.54
O002310,C01102,30-09-23,1734.54
O002311,C01102,28-12-24,1777.97
O002312,C01102,21-11-23,890.56
O002313,C01103,20-08-24,2509.63
O002314,C01103,15-08-24,1466.79
O002315,C01103,08-05-24,3811.44
O002316,C01104,21-09-24,3372.76
O002317,C01105,26-02-24,378.52
O002318,C01105,19-02-24,1645.79
O002319,C01105,18-02-23,2737.95
O002320,C01105,25-01-24,1467.53
O002321,C01106,10-05-24,2844.63
O002322,C01107,28-04-24,3385.91
O002323,C01107,14-07-23,4099.53
O002324,C01107,16-12-23,855.25
O002325,C01107,08-10-23,98.43
O002326,C01108,25-11-23,393.69
O002327,C01110,02-11-24,3267.25
O002328,C01110,13-03-23,294.28
O002329,C01111,24-09-24,4362.02
O002330,C01112,30-03-23,1534.14
O002331,C01115,06-12-22,240.25
O002332,C01115,08-02-23,1300.52
O002333,C01116,20-04-23,2005.67
O002334,C01117,06-12-22,1324.02
O002335,C01117,17-04-24,2501.33
O002336,C01117,04-10-23,1250.21
O002337,C01117,03-11-22,872.93
O002338,C01118,30-05-23,3500.18
O002339,C01119,10-04-23,3467.53
O002340,C01119,17-10-23,1108.76
O002341,C01120,23-12-24,2425.37
O002342,C01120,31-07-23,1041.57
O002343,C01120,04-11-23,1303.34
O002344,C01120,26-11-23,487.1
O002345,C01121,09-06-22,1757.05
O002346,C01121,19-05-23,6273.2
O002347,C01122,24-12-24,1249.52
O002348,C01123,11-10-22,2047.78
O002349,C01123,28-02-23,1280.4
O002350,C01123,22-10-22,1469.58
O002351,C01123,25-09-23,5099.26
O002352,C01124,17-07-22,2432.61
O002353,C01124,21-07-23,1758.47
O002354,C01124,29-09-22,2149.12
O002355,C01124,11-07-22,127.55
O002356,C01124,14-09-22,64.52
O002357,C01125,02-10-24,1240.9
O002358,C01125,15-06-23,3359.53
O002359,C01126,25-01-24,2042.65
O002360,C01126,24-11-22,158.91
O002361,C01126,10-02-24,907.85
O002362,C01128,03-04-23,1502.92
O002363,C01128,11-03-23,1254.33
O002364,C01128,15-06-24,2198.17
O002365,C01128,09-12-24,1243.74
O002366,C01130,19-05-24,3353.11
O002367,C01130,17-11-23,64.52
O002368,C01130,22-01-24,258.78
O002369,C01130,14-05-24,962.74
O002370,C01130,14-03-23,2802.84
O002371,C01131,07-07-24,2550.7
O002372,C01132,16-11-24,5665.35
O002373,C01132,28-08-24,456.03
O002374,C01133,21-10-24,4293.73
O002375,C01134,19-09-24,3111.05
O002376,C01135,20-02-23,6401.93
O002377,C01135,04-08-23,3978.9
O002378,C01135,08-11-23,592.6
O002379,C01135,24-04-23,486.6
O002380,C01136,06-04-24,4442.25
O002381,C01136,17-10-24,5333.55
O002382,C01136,20-05-23,2051.07
O002383,C01137,16-03-23,1050.28
O002384,C01137,17-11-22,587.52
O002385,C01137,28-12-22,4964.95
O002386,C01137,28-11-24,5003.53
O002387,C01138,29-08-23,594.08
O002388,C01138,20-04-24,2603.19
O002389,C01139,08-06-24,2563.87
O002390,C01139,25-07-23,4333.05
O002391,C01140,02-03-23,3844.3
O002392,C01141,30-07-24,5909.72
O002393,C01141,11-11-24,629.7
O002394,C01142,18-12-23,2590.64
O002395,C01143,10-10-23,6255.45
O002396,C01144,03-12-22,2438.27
O002397,C01144,26-04-24,3139.79
O002398,C01144,22-08-24,2401.36
O002399,C01145,13-10-22,102.15
O002400,C01145,14-10-22,4298.66
O002401,C01145,17-11-23,6205.28
O002402,C01146,26-02-23,6455.14
O002403,C01146,17-02-24,331.06
O002404,C01146,06-04-24,787.71
O002405,C01146,21-09-22,1293.58
O002406,C01146,15-05-24,2966.02
O002407,C01147,23-05-23,2145.27
O002408,C01148,01-11-24,361.68
O002409,C01148,19-06-23,1345.36
O002410,C01149,28-04-24,147.14
O002411,C01149,16-10-24,2952.84
O002412,C01150,16-02-24,3976.73
O002413,C01150,02-12-24,3321.57
O002414,C01150,23-06-24,482.24
O002415,C01150,03-07-24,839.54
O002416,C01151,15-11-24,2858.02
O002417,C01151,24-11-24,4457.96
O002418,C01151,03-08-24,4761.65
O002419,C01152,11-12-22,294.28
O002420,C01153,20-09-23,1058.28
O002421,C01153,23-03-24,1018.01
O002422,C01153,14-07-23,494.97
O002423,C01153,25-05-24,1548.95
O002424,C01154,09-12-24,3406.8
O002425,C01154,11-02-24,2511.37
O002426,C01155,18-08-22,4044.22
O002427,C01156,29-09-23,2219.91
O002428,C01156,01-02-24,3336.94
O002429,C01156,17-11-23,3454.87
O002430,C01156,16-04-24,4866.83
O002431,C01157,09-09-24,1187.34
O002432,C01158,26-07-24,868.37
O002433,C01158,23-04-24,461.76
O002434,C01159,14-05-24,1857.02
O002435,C01160,28-01-23,1313.8
O002436,C01160,11-12-23,3648.54
O002437,C01161,29-08-23,115.44
O002438,C01162,24-07-23,787.71
O002439,C01163,08-03-24,2872.46
O002440,C01163,04-12-24,2590.55
O002441,C01164,06-04-24,3030.81
O002442,C01165,20-04-24,777.22
O002443,C01165,29-08-24,4111.62
O002444,C01166,31-05-23,1979.53
O002445,C01166,23-02-24,1658.39
O002446,C01166,08-09-24,1398.79
O002447,C01166,24-06-24,3155.48
O002448,C01167,12-11-24,663.88
O002449,C01168,02-06-23,4863.02
O002450,C01168,19-03-24,2682.57
O002451,C01169,20-08-24,3735.49
O002452,C01171,15-02-23,832.17
O002453,C01171,08-06-24,2257.79
O002454,C01171,06-05-23,3144.04
O002455,C01171,02-11-24,392.48
O002456,C01172,28-11-23,4405.13
O002457,C01172,21-05-23,1136.83
O002458,C01172,26-12-24,2474.94
O002459,C01172,24-08-24,3079.81
O002460,C01173,21-10-24,4741.98
O002461,C01174,21-01-23,2359.79
O002462,C01174,27-08-23,2735.03
O002463,C01174,26-05-24,2020.04
O002464,C01174,18-07-24,3277.39
O002465,C01174,14-04-24,395.38
O002466,C01175,03-03-24,2092.34
O002467,C01175,05-03-24,690.1
O002468,C01175,16-08-23,493.11
O002469,C01175,04-10-23,5244.51
O002470,C01176,20-05-24,121.27
O002471,C01177,23-10-23,2810.81
O002472,C01177,03-02-24,3805.3
O002473,C01178,27-11-24,3909.52
O002474,C01179,12-09-24,3494.04
O002475,C01179,25-07-23,2755.18
O002476,C01180,31-05-24,63.64
O002477,C01181,07-11-24,2028.47
O002478,C01181,18-11-23,145.26
O002479,C01181,05-06-24,1849.9
O002480,C01182,03-09-23,4207.6
O002481,C01182,08-06-23,3958.52
O002482,C01183,10-05-23,4274.65
O002483,C01183,12-07-24,2355.04
O002484,C01183,01-01-24,5609.45
O002485,C01183,22-10-23,767.15
O002486,C01183,28-12-23,560.63
O002487,C01184,23-03-24,318.2
O002488,C01184,31-10-23,1354.3
O002489,C01185,03-05-24,1944.08
O002490,C01185,05-02-24,213.73
O002491,C01185,02-01-24,3444.63
O002492,C01186,05-09-24,163.7
O002493,C01187,18-10-22,2916.19
O002494,C01187,12-08-23,3769.35
O002495,C01187,29-10-23,4617.47
O002496,C01187,12-05-23,3333.75
O002497,C01187,29-09-22,342.1
O002498,C01189,15-04-24,4156.53
O002499,C01190,07-07-24,1410.66
O002500,C01191,16-05-24,2116.28
O002501,C01192,13-03-23,1228.76
O002502,C01192,08-12-22,2049.86
O002503,C01192,28-11-24,2421.12
O002504,C01192,24-06-24,262.57
O002505,C01192,17-04-24,1638.14
O002506,C01193,05-09-24,1749.84
O002507,C01193,16-07-24,1752.79
O002508,C01194,09-02-24,1481.23
O002509,C01194,10-11-23,3431.84
O002510,C01194,04-10-23,2931.6
O002511,C01194,02-03-23,4125.7
O002512,C01195,21-01-23,1206.54
O002513,C01195,05-08-23,69.36
O002514,C01195,31-10-24,2862.34
O002515,C01195,09-11-24,1107.29
O002516,C01195,03-11-23,3209.71
O002517,C01196,16-06-24,2883.55
O002518,C01196,04-05-24,2808.81
O002519,C01196,23-12-23,2232.29
O002520,C01196,11-12-24,1636.49
O002521,C01197,25-11-22,913.81
O002522,C01197,19-07-22,2939.94
O002523,C01197,09-02-23,124.95
O002524,C01197,01-10-23,3531.72
O002525,C01199,24-01-24,602.8
O002526,C01199,18-08-24,761.59
O002527,C01200,26-03-24,794.64
O002528,C01201,04-09-22,1627.16
O002529,C01201,21-08-24,374.85
O002530,C01201,27-10-22,2484.15
O002531,C01202,14-09-24,2943.61
O002532,C01202,24-03-24,2431.28
O002533,C01202,24-01-23,593.07
O002534,C01202,29-10-24,3283.29
O002535,C01203,22-08-23,265.68
O002536,C01203,31-05-23,3495.22
O002537,C01203,27-11-23,1288.42
O002538,C01204,01-11-24,2047.42
O002539,C01204,31-05-23,3033.27
O002540,C01205,28-03-24,594.08
O002541,C01205,23-10-24,866.34
O002542,C01206,31-07-24,974.44
O002543,C01206,22-08-24,865.27
O002544,C01207,22-10-24,213.39
O002545,C01207,14-03-24,1247.05
O002546,C01208,03-12-23,2450.51
O002547,C01208,23-09-23,765.52
O002548,C01209,27-06-23,1177.35
O002549,C01209,04-06-24,4362.7
O002550,C01210,10-12-23,55.13
O002551,C01210,22-04-24,2879.66
O002552,C01210,02-03-24,4246.98
O002553,C01210,01-06-24,2484.88
O002554,C01211,23-05-23,1062.44
O002555,C01212,04-01-23,1328.62
O002556,C01212,15-01-24,787.71
O002557,C01213,16-02-24,3813.15
O002558,C01213,25-06-24,2840.33
O002559,C01215,01-06-24,1989.58
O002560,C01216,15-12-23,4182.22
O002561,C01216,26-06-22,1494.42
O002562,C01216,09-01-23,1790.91
O002563,C01217,24-11-22,3986.13
O002564,C01217,07-11-22,2597.08
O002565,C01217,20-06-22,916.6
O002566,C01217,23-01-23,2280.6
O002567,C01217,30-03-23,3399.39
O002568,C01218,23-08-22,861.14
O002569,C01219,04-01-23,1466.46
O002570,C01220,17-10-22,1074.76
O002571,C01220,18-07-22,2485.99
O002572,C01221,16-12-23,2377
O002573,C01223,22-08-23,2726.98
O002574,C01223,21-09-22,264.57
O002575,C01223,06-03-24,2098.49
O002576,C01223,01-09-23,3575.61
O002577,C01224,12-07-23,974.2
O002578,C01225,13-10-23,553.52
O002579,C01225,09-02-24,904.44
O002580,C01225,05-05-23,3298.1
O002581,C01226,24-03-24,4426.27
O002582,C01226,24-07-24,2026.1
O002583,C01226,12-05-24,3366.38
O002584,C01227,17-04-24,2212.46
O002585,C01227,19-08-24,1083.33
O002586,C01227,08-07-24,2388.16
O002587,C01228,24-06-24,2811.4
O002588,C01228,24-04-24,685.68
O002589,C01228,12-03-24,3138.73
O002590,C01228,11-06-24,4095.84
O002591,C01228,27-10-23,444.29
O002592,C01229,01-12-24,1227.64
O002593,C01229,06-12-24,374.85
O002594,C01230,11-05-24,3604.44
O002595,C01230,07-11-24,2336.68
O002596,C01230,25-12-24,2968.82
O002597,C01230,13-04-24,2854.61
O002598,C01231,06-01-24,536.6
O002599,C01232,04-11-23,1136.97
O002600,C01232,10-10-24,2629.79
O002601,C01233,08-01-24,2209.05
O002602,C01233,07-06-23,292.89
O002603,C01234,02-11-24,3171.64
O002604,C01234,02-07-24,2404.59
O002605,C01235,16-08-24,1849.9
O002606,C01235,23-08-24,1876.61
O002607,C01236,30-10-24,1253.24
O002608,C01238,10-05-24,330.52
O002609,C01238,05-09-24,3042.7
O002610,C01240,10-10-24,4381.26
O002611,C01241,29-04-24,1234.03
O002612,C01241,19-05-23,821.91
O002613,C01241,20-08-23,1907.43
O002614,C01242,01-07-23,1637.24
O002615,C01243,15-09-24,1936.87
O002616,C01243,11-09-23,298.33
O002617,C01243,27-12-24,1309.34
O002618,C01243,11-03-23,1390.53
O002619,C01244,11-09-24,3794.16
O002620,C01244,17-03-24,2461.29
O002621,C01245,22-12-24,1466.68
O002622,C01246,08-12-23,3281.58
O002623,C01246,15-01-24,3137.92
O002624,C01246,17-07-23,3127.3
O002625,C01247,08-08-23,32.74
O002626,C01247,29-11-23,92.48
O002627,C01249,29-09-24,4194.1
O002628,C01249,05-11-24,1633.04
O002629,C01249,23-09-24,2449.44
O002630,C01251,23-01-24,1177.4
O002631,C01251,28-09-23,1525.16
O002632,C01251,01-11-23,3085.14
O002633,C01251,06-06-23,171.42
O002634,C01251,02-01-24,2302.72
O002635,C01253,27-07-24,2254.75
O002636,C01253,25-04-23,455.43
O002637,C01253,30-07-24,2248.58
O002638,C01254,22-05-24,1833.63
O002639,C01254,29-01-24,1098.34
O002640,C01254,22-04-23,3264.88
O002641,C01255,10-12-24,684.2
O002642,C01256,19-12-23,1551.15
O002643,C01256,04-06-23,2701.44
O002644,C01256,06-10-24,302.85
O002645,C01257,01-03-24,907.85
O002646,C01257,27-12-23,2154.12
O002647,C01258,16-11-24,1557.64
O002648,C01258,26-11-24,730.4
O002649,C01258,10-10-24,3994.16
O002650,C01259,15-11-24,2604.5
O002651,C01259,08-01-24,4125.35
O002652,C01260,10-06-24,1098.63
O002653,C01260,08-04-24,3389.47
O002654,C01261,03-05-24,5917.93
O002655,C01261,26-05-24,2191.04
O002656,C01261,17-05-24,3990.82
O002657,C01262,28-09-24,608.04
O002658,C01262,02-07-24,1944.8
O002659,C01263,17-11-24,2794.12
O002660,C01263,07-01-24,730.6
O002661,C01263,19-10-24,1847.88
O002662,C01264,20-10-23,190.92
O002663,C01264,20-11-24,2366.4
O002664,C01264,04-09-23,2499.79
O002665,C01265,24-01-24,5243.75
O002666,C01265,21-06-24,1689.03
O002667,C01265,15-11-23,1032.35
O002668,C01266,23-06-23,5412.25
O002669,C01268,06-07-24,177.05
O002670,C01268,02-04-24,3478.75
O002671,C01268,13-12-24,1761.4
O002672,C01269,07-09-24,2994.67
O002673,C01269,13-05-23,1640.74
O002674,C01269,09-02-24,2061.4
O002675,C01272,03-06-24,1130.49
O002676,C01273,24-07-24,3035.03
O002677,C01273,08-02-24,2453.82
O002678,C01273,23-08-24,3110.57
O002679,C01275,01-11-22,2135.34
O002680,C01275,11-05-23,452.17
O002681,C01275,12-01-23,566.83
O002682,C01275,27-05-23,1296.33
O002683,C01276,16-03-24,1752.11
O002684,C01277,29-06-22,4245.69
O002685,C01279,06-08-22,4438.61
O002686,C01280,15-07-24,1971.61
O002687,C01282,06-10-22,308.38
O002688,C01283,16-11-24,3035.56
O002689,C01284,17-03-24,2264.86
O002690,C01285,03-10-24,853.6
O002691,C01286,18-06-24,2073.71
O002692,C01286,07-05-23,5979.06
O002693,C01287,20-01-24,1456.14
O002694,C01288,14-10-23,1801.4
O002695,C01289,20-10-24,2140.15
O002696,C01289,12-01-24,1659.39
O002697,C01289,11-07-24,1448.71
O002698,C01290,26-07-24,408.6
O002699,C01291,08-08-24,3732.72
O002700,C01291,30-06-24,4606.04
O002701,C01291,17-12-24,2698.05
O002702,C01292,21-07-23,2166.18
O002703,C01292,18-02-24,3469.71
O002704,C01292,21-10-23,262.57
O002705,C01292,10-10-23,5716.69
O002706,C01293,02-03-24,862.02
O002707,C01294,05-08-24,1400.06
O002708,C01295,01-03-24,2524.05
O002709,C01295,02-12-22,1436.07
O002710,C01295,17-01-23,1724.06
O002711,C01295,03-12-22,4165.44
O002712,C01295,02-07-24,318.2
O002713,C01296,23-04-23,2128.5
O002714,C01297,15-11-24,3066.42
O002715,C01297,13-07-24,3094.43
O002716,C01299,04-06-23,5256.36
O002717,C01300,27-04-24,2393.8
O002718,C01300,07-11-24,4139.4
O002719,C00001,27-09-23,168
O002720,C00001,09-01-24,115.6
O002721,C00001,20-04-24,3077.02
O002722,C00002,28-10-23,2318.88
O002723,C00002,31-12-24,1691.66
O002724,C00002,29-01-24,1996.48
O002725,C00002,07-09-23,1377.6
O002726,C00003,08-01-23,940.32
O002727,C00004,17-04-24,183.32
O002728,C00007,27-11-24,1992.12
O002729,C00007,18-10-24,3599.22
O002730,C00007,18-02-24,2784.49
O002731,C00008,01-10-23,1801.31
O002732,C00008,07-07-24,3462.19
O002733,C00008,15-05-24,449.73
O002734,C00008,20-01-24,1267.1
O002735,C00008,20-07-22,435.9
O002736,C00009,17-04-23,1290.48
O002737,C00010,05-09-24,2990.72
O002738,C00011,11-06-23,2814.14
O002739,C00011,14-06-24,1710.19
O002740,C00011,04-03-23,1580.58
O002741,C00012,02-07-23,980.76
O002742,C00013,09-01-24,2404.36
O002743,C00014,11-11-23,4468.24
O002744,C00015,06-10-24,2548.56
O002745,C00015,02-04-23,2685.6
O002746,C00015,11-09-23,592.88
O002747,C00015,12-01-24,2637.28
O002748,C00016,29-06-24,1481.08
O002749,C00016,07-10-24,1317.89
O002750,C00016,20-08-24,1761.45
O002751,C00018,08-10-24,706.35
O002752,C00018,10-07-23,2083.56
O002753,C00019,24-10-24,993.18
O002754,C00020,13-04-24,730.6
O002755,C00020,04-02-24,2960.79
O002756,C00021,28-12-22,4695.81
O002757,C00021,19-06-24,636.48
O002758,C00021,07-07-24,3019.91
O002759,C00021,12-08-24,3167.42
O002760,C00022,24-11-23,3376.24
O002761,C00022,26-11-23,1162.7
O002762,C00023,29-02-24,1295.61
O002763,C00023,29-01-24,3567.26
O002764,C00024,31-08-24,5758.67
O002765,C00024,10-10-23,3150.52
O002766,C00024,05-10-24,4716.33
O002767,C00025,08-12-24,4156.34
O002768,C00025,18-06-23,1872.65
O002769,C00026,30-08-23,1773
O002770,C00026,10-05-23,2847.59
O002771,C00028,14-02-24,4616.8
O002772,C00029,30-04-24,4207.56
O002773,C00029,05-01-23,1709.13
O002774,C00030,14-03-24,3303.39
O002775,C00031,13-11-23,4778.76
O002776,C00031,24-06-24,450.95
O002777,C00031,15-08-24,2971.62
O002778,C00031,06-03-24,896.5
O002779,C00032,30-07-24,3348.68
O002780,C00032,08-07-24,2300.06
O002781,C00033,12-11-23,484.19
O002782,C00034,11-10-24,4078.97
O002783,C00034,02-11-23,1634.06
O002784,C00035,18-04-24,3522.22
O002785,C00035,11-12-23,4055.99
O002786,C00035,01-12-22,1657.44
O002787,C00036,16-04-23,100.98
O002788,C00036,27-03-24,306.34
O002789,C00036,15-06-24,1450.82
O002790,C00037,15-06-24,4592.9
O002791,C00037,30-11-24,1517.87
O002792,C00037,29-06-24,1945.72
O002793,C00038,24-04-24,1045.4
O002794,C00038,16-11-24,205.44
O002795,C00038,27-08-23,2097.92
O002796,C00039,19-11-24,5287.99
O002797,C00039,06-08-24,3904.89
O002798,C00040,07-11-24,1264.58
O002799,C00040,04-08-24,2793.33
O002800,C00042,31-05-24,5551.93
O002801,C00042,22-11-24,1605.84
O002802,C00042,06-12-23,2014.07
O002803,C00042,30-05-24,306.45
O002804,C00043,09-01-24,974.56
O002805,C00044,02-06-23,1962.4
O002806,C00044,30-07-23,2437.43
O002807,C00044,06-05-24,3195.86
O002808,C00045,18-05-23,2164.65
O002809,C00045,22-10-24,2156.15
O002810,C00045,26-11-24,3327.11
