order_item_id,order_id,product_id,quantity,unit_price,Total_Amount
OD008468,O002800,P0061,5,494.97,2474.85
OD008469,O002800,P0065,1,424.57,424.57
OD008470,O002801,P0062,4,327.2,1308.8
OD008471,O002801,P0070,2,148.52,297.04
OD008472,O002802,P0072,3,472.6,1417.8
OD008473,O002802,P0056,1,312.38,312.38
OD008474,O002802,P0024,3,94.63,283.89
OD008475,O002803,P0057,3,102.15,306.45
OD008476,O002804,P0042,2,42,84
OD008477,O002804,P0094,4,222.64,890.56
OD008478,O002805,P0066,5,392.48,1962.4
OD008479,O002806,P0055,2,331.06,662.12
OD008480,O002806,P0088,3,264.57,793.71
OD008481,O002806,P0062,3,327.2,981.6
OD008482,O002807,P0012,4,262.57,1050.28
OD008483,O002807,P0095,2,50.49,100.98
OD008484,O002807,P0062,5,327.2,1636
OD008485,O002807,P0057,4,102.15,408.6
OD008486,O002808,P0029,2,426.8,853.6
OD008487,O002808,P0027,5,64.52,322.6
OD008488,O002808,P0051,5,197.69,988.45
OD008489,O002809,P0049,3,325.13,975.39
OD008490,O002809,P0081,3,289.46,868.38
OD008491,O002809,P0056,1,312.38,312.38
OD008492,O002810,P0074,1,171.05,171.05
OD008493,O002810,P0075,1,334.61,334.61
OD008494,O002810,P0004,5,127.14,635.7
OD008495,O002810,P0089,5,63.64,318.2
OD008496,O002810,P0005,5,373.51,1867.55
OD008497,O002811,P0030,2,309.79,619.58
OD008498,O002811,P0074,3,171.05,513.15
OD008499,O002811,P0003,2,152.01,304.02
OD008500,O002811,P0069,1,171.42,171.42
OD008501,O002812,P0022,4,355.11,1420.44
OD008502,O002812,P0084,3,450.95,1352.85
OD008503,O002812,P0038,5,316.89,1584.45
OD008504,O002813,P0097,5,498.14,2490.7
OD008505,O002813,P0086,3,125.27,375.81
OD008506,O002813,P0079,4,147.14,588.56
OD008507,O002813,P0093,2,400.2,800.4
OD008508,O002813,P0059,5,98.43,492.15
OD008509,O002814,P0043,3,129.39,388.17
OD008510,O002814,P0082,5,146.12,730.6
OD008511,O002814,P0091,2,72.63,145.26
OD008512,O002814,P0074,5,171.05,855.25
OD008513,O002815,P0007,5,448.25,2241.25
OD008514,O002815,P0023,4,183.32,733.28
OD008515,O002815,P0019,5,408.53,2042.65
OD008516,O002815,P0010,5,34.3,171.5
OD008517,O002815,P0057,1,102.15,102.15
OD008518,O002816,P0070,1,148.52,148.52
OD008519,O002816,P0025,4,479.46,1917.84
OD008520,O002816,P0082,1,146.12,146.12
OD008521,O002816,P0078,3,240.25,720.75
OD008522,O002816,P0058,5,369.98,1849.9
OD008523,O002817,P0013,4,32.74,130.96
OD008524,O002817,P0035,4,201.7,806.8
OD008525,O002817,P0027,2,64.52,129.04
OD008526,O002818,P0024,2,94.63,189.26
OD008527,O002819,P0068,3,35.41,106.23
OD008528,O002819,P0065,4,424.57,1698.28
OD008529,O002820,P0100,1,433.17,433.17
OD008530,O002821,P0063,5,287.34,1436.7
OD008531,O002821,P0069,1,171.42,171.42
OD008532,O002821,P0011,1,124.95,124.95
OD008533,O002821,P0036,5,284.98,1424.9
OD008534,O002821,P0044,5,158.91,794.55
OD008535,O002822,P0014,4,115.44,461.76
OD008536,O002822,P0057,5,102.15,510.75
OD008537,O002823,P0041,4,358.19,1432.76
OD008538,O002823,P0019,4,408.53,1634.12
OD008539,O002823,P0072,5,472.6,2363
OD008540,O002824,P0048,3,153.43,460.29
OD008541,O002824,P0012,5,262.57,1312.85
OD008542,O002825,P0097,4,498.14,1992.56
OD008543,O002826,P0087,1,498.82,498.82
OD008544,O002826,P0051,1,197.69,197.69
OD008545,O002827,P0031,2,407.42,814.84
OD008546,O002827,P0101,5,25.51,127.55
OD008547,O002827,P0075,2,334.61,669.22
OD008548,O002827,P0011,5,124.95,624.75
OD008549,O002827,P0002,4,32.01,128.04
OD008550,O002828,P0083,3,300.6,901.8
OD008551,O002828,P0041,1,358.19,358.19
OD008552,O002829,P0089,5,63.64,318.2
OD008553,O002830,P0037,3,418.11,1254.33
OD008554,O002831,P0039,4,433.62,1734.48
OD008555,O002831,P0028,2,66.42,132.84
OD008556,O002832,P0044,5,158.91,794.55
OD008557,O002833,P0018,3,302.85,908.55
OD008558,O002833,P0057,5,102.15,510.75
OD008559,O002833,P0011,5,124.95,624.75
OD008560,O002833,P0028,4,66.42,265.68
OD008561,O002834,P0031,1,407.42,407.42
OD008562,O002834,P0080,3,138.38,415.14
OD008563,O002834,P0008,5,61.73,308.65
OD008564,O002835,P0012,4,262.57,1050.28
OD008565,O002835,P0047,2,68.48,136.96
OD008566,O002835,P0082,1,146.12,146.12
OD008567,O002835,P0038,3,316.89,950.67
OD008568,O002836,P0031,2,407.42,814.84
OD008569,O002836,P0075,3,334.61,1003.83
OD008570,O002836,P0063,3,287.34,862.02
OD008571,O002836,P0073,1,440.66,440.66
OD008572,O002837,P0038,5,316.89,1584.45
OD008573,O002837,P0032,1,370.27,370.27
OD008574,O002837,P0051,2,197.69,395.38
OD008575,O002837,P0087,5,498.82,2494.1
OD008576,O002838,P0063,2,287.34,574.68
OD008577,O002838,P0024,5,94.63,473.15
OD008578,O002838,P0059,5,98.43,492.15
OD008579,O002838,P0004,4,127.14,508.56
OD008580,O002839,P0053,3,148.15,444.45
OD008581,O002839,P0001,2,326.92,653.84
OD008582,O002839,P0044,5,158.91,794.55
OD008583,O002839,P0032,1,370.27,370.27
OD008584,O002840,P0033,4,277.39,1109.56
OD008585,O002840,P0009,1,222.52,222.52
OD008586,O002840,P0091,1,72.63,72.63
OD008587,O002841,P0090,3,42.62,127.86
OD008588,O002841,P0060,5,202.14,1010.7
OD008589,O002841,P0042,3,42,126
OD008590,O002841,P0082,4,146.12,584.48
OD008591,O002841,P0027,3,64.52,193.56
OD008592,O002842,P0016,5,281.57,1407.85
OD008593,O002842,P0005,5,373.51,1867.55
OD008594,O002842,P0025,1,479.46,479.46
OD008595,O002843,P0028,4,66.42,265.68
OD008596,O002843,P0002,4,32.01,128.04
OD008597,O002843,P0034,2,487.1,974.2
OD008598,O002843,P0019,4,408.53,1634.12
OD008599,O002844,P0034,3,487.1,1461.3
OD008600,O002845,P0068,5,35.41,177.05
OD008601,O002846,P0041,5,358.19,1790.95
OD008602,O002846,P0028,1,66.42,66.42
OD008603,O002846,P0003,4,152.01,608.04
OD008604,O002846,P0074,4,171.05,684.2
OD008605,O002846,P0053,4,148.15,592.6
OD008606,O002847,P0081,2,289.46,578.92
OD008607,O002847,P0089,5,63.64,318.2
OD008608,O002847,P0001,5,326.92,1634.6
OD008609,O002847,P0073,3,440.66,1321.98
OD008610,O002847,P0023,5,183.32,916.6
OD008611,O002848,P0041,1,358.19,358.19
OD008612,O002848,P0097,2,498.14,996.28
OD008613,O002848,P0045,3,58.3,174.9
OD008614,O002849,P0018,3,302.85,908.55
OD008615,O002849,P0063,2,287.34,574.68
OD008616,O002849,P0016,1,281.57,281.57
OD008617,O002849,P0059,4,98.43,393.72
OD008618,O002850,P0016,3,281.57,844.71
OD008619,O002850,P0101,1,25.51,25.51
OD008620,O002850,P0014,2,115.44,230.88
OD008621,O002850,P0097,3,498.14,1494.42
OD008622,O002850,P0050,2,195.12,390.24
OD008623,O002851,P0098,2,273.97,547.94
OD008624,O002851,P0067,5,129.94,649.7
OD008625,O002851,P0009,4,222.52,890.08
OD008626,O002851,P0065,4,424.57,1698.28
OD008627,O002851,P0064,3,348.61,1045.83
OD008628,O002852,P0028,3,66.42,199.26
OD008629,O002852,P0052,4,120.56,482.24
OD008630,O002853,P0013,1,32.74,32.74
OD008631,O002853,P0030,5,309.79,1548.95
OD008632,O002853,P0092,1,321.17,321.17
OD008633,O002854,P0025,4,479.46,1917.84
OD008634,O002854,P0066,1,392.48,392.48
OD008635,O002854,P0082,2,146.12,292.24
OD008636,O002855,P0018,2,302.85,605.7
OD008637,O002855,P0045,1,58.3,58.3
OD008638,O002855,P0034,3,487.1,1461.3
OD008639,O002855,P0101,1,25.51,25.51
OD008640,O002856,P0030,5,309.79,1548.95
OD008641,O002856,P0011,1,124.95,124.95
OD008642,O002857,P0058,1,369.98,369.98
OD008643,O002857,P0060,3,202.14,606.42
OD008644,O002857,P0018,3,302.85,908.55
OD008645,O002858,P0008,4,61.73,246.92
OD008646,O002859,P0091,2,72.63,145.26
OD008647,O002859,P0035,3,201.7,605.1
OD008648,O002859,P0013,3,32.74,98.22
OD008649,O002859,P0073,2,440.66,881.32
OD008650,O002859,P0028,5,66.42,332.1
OD008651,O002860,P0062,2,327.2,654.4
OD008652,O002860,P0092,2,321.17,642.34
OD008653,O002860,P0079,3,147.14,441.42
OD008654,O002860,P0040,5,297.13,1485.65
OD008655,O002860,P0013,4,32.74,130.96
OD008656,O002861,P0061,5,494.97,2474.85
OD008657,O002861,P0020,4,23.12,92.48
OD008658,O002861,P0096,2,203.18,406.36
OD008659,O002861,P0050,2,195.12,390.24
OD008660,O002861,P0033,2,277.39,554.78
OD008661,O002862,P0039,1,433.62,433.62
OD008662,O002862,P0019,3,408.53,1225.59
OD008663,O002862,P0024,2,94.63,189.26
OD008664,O002862,P0038,2,316.89,633.78
OD008665,O002863,P0014,5,115.44,577.2
OD008666,O002864,P0025,3,479.46,1438.38
OD008667,O002865,P0028,2,66.42,132.84
OD008668,O002865,P0007,5,448.25,2241.25
OD008669,O002865,P0061,4,494.97,1979.88
OD008670,O002865,P0002,4,32.01,128.04
OD008671,O002866,P0100,1,433.17,433.17
OD008672,O002866,P0005,5,373.51,1867.55
OD008673,O002867,P0051,2,197.69,395.38
OD008674,O002867,P0054,1,469.59,469.59
OD008675,O002868,P0070,3,148.52,445.56
OD008676,O002868,P0075,4,334.61,1338.44
OD008677,O002868,P0004,4,127.14,508.56
OD008678,O002868,P0002,5,32.01,160.05
OD008679,O002869,P0008,1,61.73,61.73
OD008680,O002870,P0043,1,129.39,129.39
OD008681,O002870,P0073,1,440.66,440.66
OD008682,O002871,P0060,1,202.14,202.14
OD008683,O002871,P0012,4,262.57,1050.28
OD008684,O002871,P0025,2,479.46,958.92
OD008685,O002871,P0097,2,498.14,996.28
OD008686,O002871,P0100,1,433.17,433.17
OD008687,O002872,P0070,5,148.52,742.6
OD008688,O002872,P0049,1,325.13,325.13
OD008689,O002873,P0010,2,34.3,68.6
OD008690,O002873,P0084,2,450.95,901.9
OD008691,O002873,P0050,1,195.12,195.12
OD008692,O002873,P0064,1,348.61,348.61
OD008693,O002874,P0096,4,203.18,812.72
OD008694,O002874,P0053,1,148.15,148.15
OD008695,O002874,P0015,5,331.94,1659.7
OD008696,O002875,P0009,3,222.52,667.56
OD008697,O002875,P0061,2,494.97,989.94
OD008698,O002875,P0001,4,326.92,1307.68
OD008699,O002875,P0059,1,98.43,98.43
OD008700,O002875,P0033,2,277.39,554.78
OD008701,O002876,P0098,3,273.97,821.91
OD008702,O002876,P0039,2,433.62,867.24
OD008703,O002877,P0012,4,262.57,1050.28
OD008704,O002877,P0083,1,300.6,300.6
OD008705,O002878,P0024,3,94.63,283.89
OD008706,O002878,P0028,1,66.42,66.42
OD008707,O002878,P0076,2,209.9,419.8
OD008708,O002879,P0040,4,297.13,1188.52
OD008709,O002879,P0095,2,50.49,100.98
OD008710,O002879,P0058,4,369.98,1479.92
OD008711,O002880,P0087,4,498.82,1995.28
OD008712,O002880,P0024,3,94.63,283.89
OD008713,O002881,P0029,2,426.8,853.6
OD008714,O002882,P0084,4,450.95,1803.8
OD008715,O002883,P0035,3,201.7,605.1
OD008716,O002883,P0045,5,58.3,291.5
OD008717,O002884,P0049,1,325.13,325.13
OD008718,O002885,P0014,5,115.44,577.2
OD008719,O002886,P0041,5,358.19,1790.95
OD008720,O002887,P0022,4,355.11,1420.44
OD008721,O002888,P0097,5,498.14,2490.7
OD008722,O002888,P0090,5,42.62,213.1
OD008723,O002888,P0037,4,418.11,1672.44
OD008724,O002888,P0094,3,222.64,667.92
OD008725,O002889,P0066,2,392.48,784.96
OD008726,O002889,P0087,4,498.82,1995.28
OD008727,O002889,P0054,4,469.59,1878.36
OD008728,O002889,P0017,1,125.81,125.81
OD008729,O002890,P0068,1,35.41,35.41
OD008730,O002890,P0035,5,201.7,1008.5
OD008731,O002890,P0040,2,297.13,594.26
OD008732,O002890,P0059,4,98.43,393.72
OD008733,O002890,P0034,5,487.1,2435.5
OD008734,O002891,P0015,5,331.94,1659.7
OD008735,O002891,P0074,5,171.05,855.25
OD008736,O002891,P0005,2,373.51,747.02
OD008737,O002891,P0063,1,287.34,287.34
OD008738,O002891,P0038,4,316.89,1267.56
OD008739,O002892,P0007,4,448.25,1793
OD008740,O002893,P0094,3,222.64,667.92
OD008741,O002893,P0081,2,289.46,578.92
OD008742,O002893,P0017,3,125.81,377.43
OD008743,O002893,P0026,5,181.57,907.85
OD008744,O002893,P0101,3,25.51,76.53
OD008745,O002894,P0006,2,344.82,689.64
OD008746,O002894,P0065,5,424.57,2122.85
OD008747,O002894,P0021,5,406.79,2033.95
OD008748,O002894,P0016,4,281.57,1126.28
OD008749,O002895,P0056,1,312.38,312.38
OD008750,O002895,P0024,2,94.63,189.26
OD008751,O002895,P0019,1,408.53,408.53
OD008752,O002896,P0096,4,203.18,812.72
OD008753,O002896,P0094,2,222.64,445.28
OD008754,O002897,P0098,1,273.97,273.97
OD008755,O002897,P0028,1,66.42,66.42
OD008756,O002898,P0071,5,121.27,606.35
OD008757,O002899,P0038,4,316.89,1267.56
OD008758,O002899,P0096,4,203.18,812.72
OD008759,O002900,P0079,1,147.14,147.14
OD008760,O002901,P0067,1,129.94,129.94
OD008761,O002901,P0074,1,171.05,171.05
OD008762,O002901,P0099,3,486.12,1458.36
OD008763,O002901,P0100,1,433.17,433.17
OD008764,O002901,P0073,4,440.66,1762.64
OD008765,O002902,P0012,2,262.57,525.14
OD008766,O002902,P0050,2,195.12,390.24
OD008767,O002902,P0073,2,440.66,881.32
OD008768,O002902,P0097,4,498.14,1992.56
OD008769,O002902,P0095,2,50.49,100.98
OD008770,O002903,P0087,4,498.82,1995.28
OD008771,O002903,P0069,5,171.42,857.1
OD008772,O002903,P0099,1,486.12,486.12
OD008773,O002903,P0074,4,171.05,684.2
OD008774,O002903,P0094,1,222.64,222.64
OD008775,O002904,P0039,5,433.62,2168.1
OD008776,O002904,P0070,4,148.52,594.08
OD008777,O002904,P0011,4,124.95,499.8
OD008778,O002905,P0032,5,370.27,1851.35
OD008779,O002905,P0006,5,344.82,1724.1
OD008780,O002905,P0007,5,448.25,2241.25
OD008781,O002905,P0003,3,152.01,456.03
OD008782,O002906,P0032,1,370.27,370.27
OD008783,O002906,P0056,1,312.38,312.38
OD008784,O002907,P0013,5,32.74,163.7
OD008785,O002908,P0012,5,262.57,1312.85
OD008786,O002908,P0085,3,211.71,635.13
OD008787,O002908,P0078,3,240.25,720.75
OD008788,O002909,P0040,3,297.13,891.39
OD008789,O002909,P0020,1,23.12,23.12
OD008790,O002909,P0003,1,152.01,152.01
OD008791,O002909,P0025,3,479.46,1438.38
OD008792,O002909,P0082,2,146.12,292.24
OD008793,O002910,P0036,4,284.98,1139.92
OD008794,O002910,P0053,1,148.15,148.15
OD008795,O002911,P0075,4,334.61,1338.44
OD008796,O002911,P0091,4,72.63,290.52
OD008797,O002911,P0035,4,201.7,806.8
OD008798,O002912,P0013,1,32.74,32.74
OD008799,O002913,P0035,1,201.7,201.7
OD008800,O002913,P0083,2,300.6,601.2
OD008801,O002914,P0012,2,262.57,525.14
OD008802,O002914,P0089,5,63.64,318.2
OD008803,O002914,P0065,4,424.57,1698.28
OD008804,O002914,P0020,5,23.12,115.6
OD008805,O002914,P0018,3,302.85,908.55
OD008806,O002915,P0051,1,197.69,197.69
OD008807,O002915,P0019,5,408.53,2042.65
OD008808,O002916,P0034,4,487.1,1948.4
OD008809,O002916,P0089,2,63.64,127.28
OD008810,O002916,P0042,3,42,126
OD008811,O002916,P0018,2,302.85,605.7
OD008812,O002917,P0045,1,58.3,58.3
OD008813,O002917,P0059,1,98.43,98.43
OD008814,O002918,P0021,5,406.79,2033.95
OD008815,O002919,P0018,5,302.85,1514.25
OD008816,O002919,P0071,1,121.27,121.27
OD008817,O002919,P0090,4,42.62,170.48
OD008818,O002919,P0043,1,129.39,129.39
OD008819,O002919,P0014,2,115.44,230.88
OD008820,O002920,P0003,1,152.01,152.01
OD008821,O002920,P0037,1,418.11,418.11
OD008822,O002920,P0086,4,125.27,501.08
OD008823,O002920,P0051,5,197.69,988.45
OD008824,O002920,P0015,2,331.94,663.88
OD008825,O002921,P0034,4,487.1,1948.4
OD008826,O002922,P0007,1,448.25,448.25
OD008827,O002923,P0067,4,129.94,519.76
OD008828,O002923,P0019,1,408.53,408.53
OD008829,O002924,P0093,2,400.2,800.4
OD008830,O002925,P0095,1,50.49,50.49
OD008831,O002925,P0081,2,289.46,578.92
OD008832,O002925,P0055,1,331.06,331.06
OD008833,O002925,P0009,3,222.52,667.56
OD008834,O002925,P0045,5,58.3,291.5
OD008835,O002926,P0095,3,50.49,151.47
OD008836,O002926,P0055,2,331.06,662.12
OD008837,O002926,P0056,3,312.38,937.14
OD008838,O002926,P0097,3,498.14,1494.42
OD008839,O002927,P0040,2,297.13,594.26
OD008840,O002928,P0054,4,469.59,1878.36
OD008841,O002928,P0029,1,426.8,426.8
OD008842,O002928,P0082,1,146.12,146.12
OD008843,O002928,P0039,5,433.62,2168.1
OD008844,O002929,P0001,4,326.92,1307.68
OD008845,O002929,P0047,2,68.48,136.96
OD008846,O002930,P0031,4,407.42,1629.68
OD008847,O002930,P0045,1,58.3,58.3
OD008848,O002930,P0072,4,472.6,1890.4
OD008849,O002931,P0041,1,358.19,358.19
OD008850,O002931,P0097,2,498.14,996.28
OD008851,O002932,P0045,2,58.3,116.6
OD008852,O002932,P0090,2,42.62,85.24
OD008853,O002932,P0101,3,25.51,76.53
OD008854,O002932,P0052,1,120.56,120.56
OD008855,O002933,P0070,5,148.52,742.6
OD008856,O002933,P0057,3,102.15,306.45
OD008857,O002933,P0066,4,392.48,1569.92
OD008858,O002933,P0035,4,201.7,806.8
OD008859,O002934,P0075,2,334.61,669.22
OD008860,O002934,P0008,3,61.73,185.19
OD008861,O002935,P0014,5,115.44,577.2
OD008862,O002935,P0066,4,392.48,1569.92
OD008863,O002935,P0039,3,433.62,1300.86
OD008864,O002935,P0065,2,424.57,849.14
OD008865,O002936,P0035,1,201.7,201.7
OD008866,O002936,P0027,3,64.52,193.56
OD008867,O002936,P0040,4,297.13,1188.52
OD008868,O002937,P0020,1,23.12,23.12
OD008869,O002938,P0033,3,277.39,832.17
OD008870,O002938,P0078,2,240.25,480.5
OD008871,O002938,P0095,3,50.49,151.47
OD008872,O002938,P0097,3,498.14,1494.42
OD008873,O002939,P0085,1,211.71,211.71
OD008874,O002939,P0089,1,63.64,63.64
OD008875,O002939,P0036,1,284.98,284.98
OD008876,O002939,P0037,5,418.11,2090.55
OD008877,O002940,P0011,1,124.95,124.95
OD008878,O002940,P0068,4,35.41,141.64
OD008879,O002940,P0019,2,408.53,817.06
OD008880,O002940,P0060,3,202.14,606.42
OD008881,O002940,P0032,2,370.27,740.54
OD008882,O002941,P0101,1,25.51,25.51
OD008883,O002941,P0037,5,418.11,2090.55
OD008884,O002941,P0065,5,424.57,2122.85
OD008885,O002941,P0023,3,183.32,549.96
OD008886,O002941,P0093,5,400.2,2001
OD008887,O002942,P0052,3,120.56,361.68
OD008888,O002942,P0034,1,487.1,487.1
OD008889,O002942,P0100,1,433.17,433.17
OD008890,O002942,P0003,1,152.01,152.01
OD008891,O002943,P0021,3,406.79,1220.37
OD008892,O002944,P0085,3,211.71,635.13
OD008893,O002944,P0096,1,203.18,203.18
OD008894,O002945,P0016,4,281.57,1126.28
OD008895,O002946,P0079,4,147.14,588.56
OD008896,O002946,P0096,1,203.18,203.18
OD008897,O002946,P0068,2,35.41,70.82
OD008898,O002947,P0092,5,321.17,1605.85
OD008899,O002948,P0008,2,61.73,123.46
OD008900,O002949,P0090,2,42.62,85.24
OD008901,O002950,P0058,1,369.98,369.98
OD008902,O002950,P0071,1,121.27,121.27
OD008903,O002950,P0076,1,209.9,209.9
OD008904,O002950,P0080,3,138.38,415.14
OD008905,O002950,P0078,1,240.25,240.25
OD008906,O002951,P0061,1,494.97,494.97
OD008907,O002951,P0015,4,331.94,1327.76
OD008908,O002951,P0031,1,407.42,407.42
OD008909,O002952,P0054,4,469.59,1878.36
OD008910,O002952,P0006,2,344.82,689.64
OD008911,O002952,P0100,3,433.17,1299.51
OD008912,O002952,P0096,5,203.18,1015.9
OD008913,O002952,P0014,1,115.44,115.44
OD008914,O002953,P0013,3,32.74,98.22
OD008915,O002953,P0075,4,334.61,1338.44
OD008916,O002953,P0083,5,300.6,1503
OD008917,O002954,P0002,1,32.01,32.01
OD008918,O002954,P0081,2,289.46,578.92
OD008919,O002954,P0016,4,281.57,1126.28
OD008920,O002955,P0068,1,35.41,35.41
OD008921,O002955,P0022,1,355.11,355.11
OD008922,O002955,P0091,4,72.63,290.52
OD008923,O002956,P0068,1,35.41,35.41
OD008924,O002956,P0087,4,498.82,1995.28
OD008925,O002956,P0057,2,102.15,204.3
OD008926,O002956,P0067,4,129.94,519.76
OD008927,O002956,P0096,5,203.18,1015.9
OD008928,O002957,P0092,2,321.17,642.34
OD008929,O002958,P0014,5,115.44,577.2
OD008930,O002958,P0055,1,331.06,331.06
OD008931,O002958,P0004,5,127.14,635.7
OD008932,O002958,P0071,4,121.27,485.08
OD008933,O002959,P0026,5,181.57,907.85
OD008934,O002959,P0087,5,498.82,2494.1
OD008935,O002960,P0063,2,287.34,574.68
OD008936,O002960,P0100,4,433.17,1732.68
OD008937,O002960,P0016,3,281.57,844.71
OD008938,O002960,P0069,2,171.42,342.84
OD008939,O002961,P0054,2,469.59,939.18
OD008940,O002961,P0072,3,472.6,1417.8
OD008941,O002961,P0014,5,115.44,577.2
OD008942,O002961,P0001,1,326.92,326.92
OD008943,O002962,P0047,1,68.48,68.48
OD008944,O002962,P0101,1,25.51,25.51
OD008945,O002962,P0046,2,131.74,263.48
OD008946,O002962,P0060,3,202.14,606.42
OD008947,O002962,P0065,3,424.57,1273.71
OD008948,O002963,P0028,2,66.42,132.84
OD008949,O002963,P0051,2,197.69,395.38
OD008950,O002964,P0005,4,373.51,1494.04
OD008951,O002964,P0050,5,195.12,975.6
OD008952,O002964,P0078,3,240.25,720.75
OD008953,O002964,P0086,4,125.27,501.08
OD008954,O002964,P0098,3,273.97,821.91
OD008955,O002965,P0050,4,195.12,780.48
OD008956,O002966,P0080,5,138.38,691.9
OD008957,O002966,P0089,3,63.64,190.92
OD008958,O002966,P0016,2,281.57,563.14
OD008959,O002966,P0032,1,370.27,370.27
OD008960,O002967,P0095,1,50.49,50.49
OD008961,O002968,P0039,1,433.62,433.62
OD008962,O002968,P0019,4,408.53,1634.12
OD008963,O002968,P0050,1,195.12,195.12
OD008964,O002968,P0010,2,34.3,68.6
OD008965,O002969,P0084,5,450.95,2254.75
OD008966,O002970,P0028,1,66.42,66.42
OD008967,O002970,P0090,5,42.62,213.1
OD008968,O002970,P0096,5,203.18,1015.9
OD008969,O002971,P0070,1,148.52,148.52
OD008970,O002971,P0038,2,316.89,633.78
OD008971,O002971,P0065,1,424.57,424.57
OD008972,O002972,P0095,4,50.49,201.96
OD008973,O002973,P0041,2,358.19,716.38
OD008974,O002974,P0013,1,32.74,32.74
OD008975,O002974,P0048,4,153.43,613.72
OD008976,O002975,P0052,2,120.56,241.12
OD008977,O002975,P0092,5,321.17,1605.85
OD008978,O002975,P0032,3,370.27,1110.81
OD008979,O002976,P0071,3,121.27,363.81
OD008980,O002976,P0012,1,262.57,262.57
OD008981,O002976,P0001,1,326.92,326.92
OD008982,O002977,P0054,4,469.59,1878.36
OD008983,O002977,P0034,5,487.1,2435.5
OD008984,O002977,P0099,5,486.12,2430.6
OD008985,O002977,P0020,4,23.12,92.48
OD008986,O002978,P0032,1,370.27,370.27
OD008987,O002978,P0071,2,121.27,242.54
OD008988,O002978,P0044,5,158.91,794.55
OD008989,O002978,P0042,1,42,42
OD008990,O002979,P0013,5,32.74,163.7
OD008991,O002979,P0018,3,302.85,908.55
OD008992,O002979,P0030,5,309.79,1548.95
OD008993,O002980,P0013,4,32.74,130.96
OD008994,O002980,P0044,1,158.91,158.91
OD008995,O002980,P0047,5,68.48,342.4
OD008996,O002980,P0034,4,487.1,1948.4
OD008997,O002980,P0020,2,23.12,46.24
OD008998,O002981,P0003,3,152.01,456.03
OD008999,O002981,P0020,4,23.12,92.48
OD009000,O002981,P0038,3,316.89,950.67
OD009001,O002981,P0101,3,25.51,76.53
OD009002,O002982,P0060,1,202.14,202.14
OD009003,O002982,P0019,4,408.53,1634.12
OD009004,O002982,P0005,1,373.51,373.51
OD009005,O002982,P0046,1,131.74,131.74
OD009006,O002983,P0065,4,424.57,1698.28
OD009007,O002984,P0050,4,195.12,780.48
OD009008,O002984,P0034,5,487.1,2435.5
OD009009,O002984,P0097,2,498.14,996.28
OD009010,O002985,P0028,1,66.42,66.42
OD009011,O002986,P0040,1,297.13,297.13
OD009012,O002986,P0030,2,309.79,619.58
OD009013,O002986,P0068,4,35.41,141.64
OD009014,O002987,P0065,4,424.57,1698.28
OD009015,O002987,P0042,2,42,84
OD009016,O002987,P0091,4,72.63,290.52
OD009017,O002988,P0073,3,440.66,1321.98
OD009018,O002988,P0023,3,183.32,549.96
OD009019,O002989,P0058,5,369.98,1849.9
OD009020,O002989,P0024,5,94.63,473.15
OD009021,O002990,P0054,1,469.59,469.59
OD009022,O002990,P0055,4,331.06,1324.24
OD009023,O002990,P0033,4,277.39,1109.56
OD009024,O002990,P0018,2,302.85,605.7
OD009025,O002991,P0009,2,222.52,445.04
OD009026,O002991,P0091,5,72.63,363.15
OD009027,O002991,P0027,4,64.52,258.08
OD009028,O002991,P0044,4,158.91,635.64
OD009029,O002992,P0046,2,131.74,263.48
OD009030,O002992,P0078,2,240.25,480.5
OD009031,O002993,P0061,1,494.97,494.97
OD009032,O002993,P0078,3,240.25,720.75
OD009033,O002993,P0007,5,448.25,2241.25
OD009034,O002993,P0053,5,148.15,740.75
OD009035,O002993,P0086,4,125.27,501.08
OD009036,O002994,P0023,3,183.32,549.96
OD009037,O002994,P0008,3,61.73,185.19
OD009038,O002995,P0034,3,487.1,1461.3
OD009039,O002995,P0001,1,326.92,326.92
OD009040,O002996,P0078,5,240.25,1201.25
OD009041,O002996,P0099,4,486.12,1944.48
OD009042,O002996,P0019,1,408.53,408.53
OD009043,O002996,P0061,3,494.97,1484.91
OD009044,O002996,P0026,5,181.57,907.85
OD009045,O002997,P0055,3,331.06,993.18
OD009046,O002997,P0033,2,277.39,554.78
OD009047,O002997,P0100,3,433.17,1299.51
OD009048,O002997,P0002,4,32.01,128.04
OD009049,O002998,P0065,3,424.57,1273.71
OD009050,O002998,P0077,3,458.98,1376.94
OD009051,O002998,P0060,3,202.14,606.42
OD009052,O002998,P0064,2,348.61,697.22
OD009053,O002999,P0076,1,209.9,209.9
OD009054,O003000,P0034,4,487.1,1948.4
OD009055,O003000,P0019,2,408.53,817.06
OD009056,O003000,P0024,4,94.63,378.52
OD009057,O003000,P0062,2,327.2,654.4
OD009058,O003000,P0027,2,64.52,129.04
OD009059,O003001,P0023,2,183.32,366.64
OD009060,O003001,P0083,4,300.6,1202.4
OD009061,O003002,P0060,3,202.14,606.42
OD009062,O003003,P0016,1,281.57,281.57
OD009063,O003003,P0063,3,287.34,862.02
OD009064,O003003,P0014,2,115.44,230.88
OD009065,O003003,P0055,5,331.06,1655.3
OD009066,O003003,P0022,5,355.11,1775.55
OD009067,O003004,P0037,3,418.11,1254.33
OD009068,O003005,P0074,3,171.05,513.15
